project_id,project_description,beneficiary,total_amount,eu_cofinancing_amount,member_state_amount,paid_eu_funding,project_title,operational_program,fund_acronym,nuts3,lau2,start_date,management_authority,priority_label,source,beneficiary_url
2452,JAVNI RAZPIS RAZISKOVALNI VAVČER,TPV TRŽENJE IN PROIZVODNJA OPREME VOZIL D.D.,37500,31875,5625,,TEHNOLOGIČNOST HSS JEKEL IN ZLITIN ALUMINIJA,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,NOVO MESTO,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2453,JAVNI RAZPIS RAZISKOVALNI VAVČER,TRAFFIC DESIGN D.O.O.,96600,82110,14490,,METODOLOGIJA IN SISTEMSKI ALGORITEM ZA NAPOVEDOVANJE POTOVALNIH ČASOV UDELEŽENCEV V PROMETU NA OSNOVI REALNIH PODATKOV IZ TOČKOVNIH IN LINIJSKIH MERITEV KARAKTERISTIK PROMETA,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2454,JAVNI RAZPIS RAZISKOVALNI VAVČER,"TRIGLIF D.O.O.,LJUBLJANA",30000,25500,4500,,"NOVE ANALITIČNE IN POSLOVNE REŠITVE ZA STAREJŠE (50+) OZ. NAROČNIKE, KI SO POVEZANI S STAREJŠIMI (50+)",OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2455,JAVNI RAZPIS RAZISKOVALNI VAVČER,TRIMO D.D.,35000,29750,5250,,FASADNI IN STREŠNI ELEMENTI NOVE GENERACIJE,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,TREBNJE,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2456,JAVNI RAZPIS RAZISKOVALNI VAVČER,"UCS, KUPCU PRILAGOJENI PROIZVODI, D.O.O.",30000,25500,4500,,DOLŽINSKO/ŠIRINSKI MODEL RASTI STOPALA OTROK NA RAZLIČNIH STAROSTNIH SKUPINAH,OP RR,ESRR,OSREDNJESLOVENSKA,VRHNIKA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2457,JAVNI RAZPIS RAZISKOVALNI VAVČER,"UNIHEM, D.O.O.,LJUBLJANA",30000,25500,4500,,RAZVOJ MODELA ZA IZBOLJŠANJE ORGANIZACIJSKE KOMUNIKACIJE,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2458,JAVNI RAZPIS RAZISKOVALNI VAVČER,"UNITPLAST D.O.O., PROIZVODNJA IN STORITVE",52500,44625,7875,,RAZVOJ DVOKOMPONENTNEGA (2K) BRIZGANJA ZA VELIKOPOVRŠINSKE KOSE,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,SEMIČ,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2459,JAVNI RAZPIS RAZISKOVALNI VAVČER,"VACUTECH, D.O.O.",70000,59500,10500,,OKOLJU PRIJAZNO ČIŠČENJE VAKUUMSKIH KOMPONENT ZA VELIKE SISTEME,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2460,JAVNI RAZPIS RAZISKOVALNI VAVČER,VALENS INT. D.O.O.,30000,25500,4500,,RAZVOJ IN OPTIMIZACIJA POSTOPKOV KONCENTRACIJE SPECIFIČNIH PREHRANSKIH VLAKNIN IZ JEČMENA Z UPORABO SUHIH METOD,OP RR,ESRR,SAVINJSKA,CELJE,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2461,JAVNI RAZPIS RAZISKOVALNI VAVČER,VARGAS-AL D.O.O.,30000,25500,4500,,RAZISKAVA PAMETNE URBANE OPREME,OP RR,ESRR,PODRAVSKA,KIDRIČEVO,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2462,JAVNI RAZPIS RAZISKOVALNI VAVČER,VARSI D.O.O.,30000,25500,4500,,"DOLOČITEV POSTOPKOV OBVLADOVANJA MLEVNE BAZE, OPTIMIZACIJA IN KARAKTERIZACIJA MLEVNE BAZE GLEDE NA ZAHTEVANE PARAMETRA KONČNEGA IZDELKA",OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2463,JAVNI RAZPIS ZA SOFINANCIRANJE NOVE TEHNOLOŠKE OPREME V LETIH 2013 - 2014,"CNC STRUMAT, OBDELAVA KOVIN, MATEJ FLORJANČIČ S.P.",190267.5,161727.38,28540.13,,VPELJAVA NOVE PROIZVODNE LINIJE ZA IZDELAVO ZOBNIŠKE GREDI,OP RR,ESRR,GORENJSKA,KRANJ,2013,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2464,JAVNI RAZPIS RAZISKOVALNI VAVČER,"VIVAPEN PROIZVODNJA, TRGOVINA IN POSREDOVANJE PISARNIŠKIH POTREBŠČIN D.O.O.",58800,49980,8820,,"RAZVOJ TEHNOLOGIJE DVO-KOMPONENTNEGA BRIZGANJA, KJER PREMIK IZ ENEGA MODELA V DRUGEGA OPRAVI NAPRAVA SAMA",OP RR,ESRR,SAVINJSKA,CELJE,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2465,JAVNI RAZPIS RAZISKOVALNI VAVČER,"XELLA POROBETON SI, D.O.O.",30000,25500,4500,,OPTIMIZACIJA IZDELKOV IN POROBETONA YTONG,OP RR,ESRR,ZASAVSKA,ZAGORJE OB SAVI,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2466,JAVNI RAZPIS RAZISKOVALNI VAVČER,"XENYA, D.O.O.",30000,25500,4500,,SISTEM ZA SHRANJEVANJE PODATKOV,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2467,JAVNI RAZPIS RAZISKOVALNI VAVČER,XLAB D.O.O.,30000,25500,4500,,ŠTUDIJA UČINKOV NADGRADNJE PROGRAMSKE OPREME ISL ONLINE,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2468,JAVNI RAZPIS RAZISKOVALNI VAVČER,YASKAWA SLOVENIJA D.O.O.,30000,25500,4500,,ADAPTIVNO VODENJE OBDELOVALNEGA ROBOTA Z VLAKENSKIM LASERJEM,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,RIBNICA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2469,JAVNI RAZPIS RAZISKOVALNI VAVČER,"YASKAWA RISTRO, D.O.O.",40000,34000,6000,,IZBOLJŠAVA PROIZVODNIH PROCESOV Z VNAPREJŠNJO SIMULACIJO IN UVAJANJEM NAČEL VITKOSTI,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,RIBNICA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2470,JAVNI RAZPIS RAZISKOVALNI VAVČER,ZASLON TELECOM D.O.O.,68199,57969.15,10229.85,,MPS MUZEJSKI PHOTOSEARCH,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2471,JAVNI RAZPIS RAZISKOVALNI VAVČER,"ŽMLJ, INŽENIRING IN MARKETING D.O.O. PREBOLD",30000,25500,4500,,RAZVOJ TEHNOLOGIJE IZDELAVE PASIVNIH GEOTEHNIČNIH SIDER VEČJIH DIMENZIJ TER NJIHOVE PROTIKOROZIJSKE ZAŠČITE,OP RR,ESRR,SAVINJSKA,PREBOLD,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2472,JAVNI RAZPIS RAZISKOVALNI VAVČER,TMG-BMC D.O.O.,30000,25500,4500,,RAZISKAVA »KALIBRACIJA 7DOF SENZORJA IN APLIKATIVNA ŠTUDIJA ZA UPORABO 7DOF TEHNOLOGIJE V GOLFU«,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2473,"JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2008 ZA MIKRO, MALA IN SREDNJE VELIKA PODJETJA Z NAJMANJ 1 IN NAJVEČ 9 ZAPOSLENIMI","ORKAPLAST IZDELAVA ORODIJ IN PREDELAVA TERMOPLASTOV, D.O.O.",32785,27867.25,4917.75,,NAKUP NOVE TEHNOLOŠKE OPREME,OP RR,ESRR,OSREDNJESLOVENSKA,KAMNIK,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2474,"JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2008 ZA MIKRO, MALA IN SREDNJE VELIKA PODJETJA Z NAJMANJ 1 IN NAJVEČ 9 ZAPOSLENIMI","ORKOM PODJETJE ZA PROIZVODNJO, TRGOVINO IN MARKETING NA DOMAČEM IN TUJEM TRGU, D.O.O.",200000,170000,30000,,NAKUP CNC REZKALNIKA MASTER IN EROZIJSKEGA STROJA ADVANCE,OP RR,ESRR,OSREDNJESLOVENSKA,VRHNIKA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2475,"JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2008 ZA MIKRO, MALA IN SREDNJE VELIKA PODJETJA Z NAJMANJ 1 IN NAJVEČ 9 ZAPOSLENIMI","ORKOPLAST, KOVINOPLASTIKA,D.O.O.",72461.6,61592.36,10869.24,,CNC STRUŽNICA QUICK TURN NEXUS 250M II. U1000 + POSTPROCESOR QTN250 II MAZAK,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,TREBNJE,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2476,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,"PARON, LESNA INDUSTRIJA D.O.O.",181580,154343,27237,,LINIJA ZA IZDELAVO LEPLJENIH PLOŠČ PROGRAMA BERGEN,OP RR,ESRR,SAVINJSKA,LAŠKO,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2477,"JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2008 ZA MIKRO, MALA IN SREDNJE VELIKA PODJETJA Z NAJMANJ 1 IN NAJVEČ 9 ZAPOSLENIMI","NORMACOM, STORITVE IN TRGOVINA, D.O.O.",87170.5,74094.93,13075.57,,NAKUP RACUNALNISKE IN PROGRAMSKE OPREME,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2478,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009,ELEA IC PROJEKTIRANJE IN SVETOVANJE D.O.O.,42420,36057,6363,,NAKUP STREŽNIŠKEGA SISTEMA TER POGRAMSKE OPREME,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2479,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,ELEKTROMATERIAL LENDAVA D.D.,163600,139060,24540,,LINIJSKI SISTEM AVTOMATIZACIJE SESTAVE MEHANIZMOV INSTALACIJSKIH STIKAL SBV-04,OP RR,ESRR,POMURSKA,LENDAVA,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2480,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,OLMA PROIZVODNJA KEMIČNIH IZDELKOV D.D.,100826.96,85702.92,15124.04,,POLNILNA LINIJA ZA PROIZVODNJO IZDELKOV NA VODNI OSNOVI,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2481,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009,ELVEZ D.O.O.,200000,170000,30000,,LINIJA ZA IZDELAVO IN SESTAVO VELIKIH ZAHTEVNEJŠIH SKLOPOV,OP RR,ESRR,OSREDNJESLOVENSKA,IVANČNA GORICA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2482,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,"OMEGA AIR INŽENIRING, D.O.O.",210000,178500,31500,,NOVA ROBOTIZIRANA LINIJA ZA IZDELAVO ELEKTRONSKEGA ODVAJALCA KONDENZATA ECD 15-40-90,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2483,"JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2008 ZA MIKRO, MALA IN SREDNJE VELIKA PODJETJA Z NAJMANJ 1 IN NAJVEČ 9 ZAPOSLENIMI",OMEGA D.O.O.,56429,47964.65,8464.35,,"OPREMA, POTREBNA ZA RAZVOJ IZDELKOV IZ PODROČJA INTEGRIRANE AVTOMATIZIRANE IZOLACIJE IN DETEKCIJE",OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2484,"JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2008 ZA MIKRO, MALA IN SREDNJE VELIKA PODJETJA Z NAJMANJ 1 IN NAJVEČ 9 ZAPOSLENIMI","KOLDING TRGOVSKO, STORITVENO IN PROIZVODNO PODJETJE D.O.O.",199500,169575,29925,,NAKUP BRUSILNEGA STROJA,OP RR,ESRR,KOROŠKA,PREVALJE,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2485,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,"ORODJARNA & INŽENERING ALBA ORODJARSTVO, INŽENERING IN PROIZVODNJA D.O.O.",157787.08,134119.02,23668.06,,NAKUP STROJEV IN OPREME ZA PROIZVODNJO NOVIH ORODIJ ZA SEDALA IN NASLONE,OP RR,ESRR,KOROŠKA,SLOVENJ GRADEC,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2486,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,"KOLDING TRGOVSKO, STORITVENO IN PROIZVODNO PODJETJE D.O.O.",198159,168435.15,29723.85,,CNC STRUŽNICA IN TRAČNA ŽAGA,OP RR,ESRR,KOROŠKA,PREVALJE,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2487,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,HALCOM D.D.,43420.15,36907.13,6513.02,,INVESTICIJA V TEHNOLOŠKO OPREMO ZA IZVEDBO PROJEKTA HAL M-PAYMENTS,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2488,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,DATALAB TEHNOLOGIJE D.D.,158791.69,134972.94,23818.75,,RAZVOJ NOVE GENERACIJE POSLOVNOINFORMACIJSKEGA SISTEMA PANTHEON,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2489,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,OVERLES D.O.O.,163060,138601,24459,,PROIZVODNA LINIJA ZA IZDELAVO OKEN SAC SUERI,OP RR,ESRR,PODRAVSKA,OPLOTNICA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2490,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,PANLES D.O.O.,191850,163072.5,28777.5,,NAKUP NUMERIČNO KRMILJENEGA OBDELOVALNEGA CENTRA IN LINIJE ZA LAKIRANJE,OP RR,ESRR,SAVINJSKA,ROGAŠKA SLATINA,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2491,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,PANLES TRADE D.O.O.,210000,178500,31500,,INVESTICIJA V NOVO TEHNOLOŠKO LINIJO ZA PROIZVODNJO KOMBINIRANIH KUHINJSKIH PANELOV,OP RR,ESRR,SAVINJSKA,ROGAŠKA SLATINA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2492,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,DEWESOFT D.O.O.,141400,120190,21210,,"GPSGI: 5 OSNI CNC REZKALNI STROJ, 3 OSNI CNC REZKALNI STROJ, LASERSKI OBDELOVALNI STROJ, MERILNI SIS",OP RR,ESRR,ZASAVSKA,TRBOVLJE,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2493,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,BIA SEPARATIONS D.O.O.,179110.15,152243.63,26866.52,,LABORATORIJSKA OPREMA ZA POTREBE PRODUKCIJE NOVEGA SEPARACIJSKO PROCESNEGA SISTEMA,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2494,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,DEWESOFT D.O.O.,139784,118816.4,20967.6,,OPREMA ZA IZDELAVO MERILNEGA INŠTRUMENTA DEWE 43,OP RR,ESRR,ZASAVSKA,TRBOVLJE,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2495,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,"HYB PROIZVODNJA HIBRIDNIH VEZIJ, D.O.O.",200000,170000,30000,,INVESTICIJA V NOVO TEHNOLOŠKO OPREMO ZA RAZVOJ IZDELKA INTRAVENOZNI SENZOR KRVNEGA TLAKA IN MODERNIZACIJO PROIZVODNEGA PROCESA,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2496,"JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2008 ZA MIKRO, MALA IN SREDNJE VELIKA PODJETJA Z NAJMANJ 1 IN NAJVEČ 9 ZAPOSLENIMI",IB-PROCADD D.O.O.,125061.1,106301.93,18759.17,,"NAKUP 3D TISKALNIKOV, 3D OPTIČNIH ČITALCEV TER PROGRAMSKE OPREME ZA ZAJEM 3D PODATKOV IN TISKANJE 3D",OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2497,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,GAŠPER TRŽENJE D.O.O.,210000,178500,31500,,CNC LINIJA ZA IZDELAVO LESENEGA IN LES-ALU STAVBNEGA POHIŠTVA,OP RR,ESRR,OSREDNJESLOVENSKA,LJUBLJANA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2498,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009,SEC D.O.O.,167900,142715,25185,,LINIJA ZA PROIZVODNJO NOVE GENERACIJE DVIGAL,OP RR,ESRR,NOTRANJSKO-KRAŠKA,PIVKA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2499,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009,EMO - ORODJARNA D. O. O.,199705.2,169749.42,29955.78,,OPREMA ZA SERVISIRANJE VELIKIH ORODIJ ZA AVTOMOBILSKO INDUSTRIJO,OP RR,ESRR,SAVINJSKA,CELJE,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2500,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,EMO - ORODJARNA D. O. O.,198280,168538,29742,,UNIKATNO REZALNO ORODJE ZA SUHO OBDELAVO KOVIN  PO METODI VELIKE REZALNE HITROSTI (HSC),OP RR,ESRR,SAVINJSKA,CELJE,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2501,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,SECA D.O.O.,108143,91921.55,16221.45,,UVAJANJE NOVE TEHNOLOŠKE LINIJE Z IML TEHNOLOGIJO BRIZGANJA,OP RR,ESRR,SAVINJSKA,LAŠKO,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2502,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009,IMPOL INOTECHNA D.O.O.,184000,156400,27600,,HORIZONTALNI VRTALNO REZKALNI STROJ,OP RR,ESRR,PODRAVSKA,SLOVENSKA BISTRICA,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2503,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,INSTRUMENTATION TECHNOLOGIES D.D.,193035,164079.75,28955.25,,INFORMACIJSKO PODPRT VISOKO-TEHNOLOŠKI MERILNI SISTEM ZA RAZVOJNO DEJAVNOST,OP RR,ESRR,GORIŠKA,NOVA GORICA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2504,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,GOLD CLUB D.O.O.,183420,155907,27513,,NALOŽBA V LASERSKO TEHNOLOGIJO RAZREZA PLOČEVINE,OP RR,ESRR,OBALNO-KRAŠKA,SEŽANA,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2505,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,SELTRON D.O.O.,57500,48875,8625,,PROIZVODNA LINIJA ZA SESTAVO NOVEGA IZDELKA AVC,OP RR,ESRR,PODRAVSKA,RUŠE,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2506,JAVNI RAZPIS ZA SOFINANCIRANJE (NEPOSREDNE SUBVENCIJE) NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2007/2008,"LESKO, PROIZVODNJA IN TRGOVINA D.O.O. ŽIRI",189050,160692.5,28357.5,,POSTAVITEV LINIJE ZA SERIJSKO PROIZVODNJO NOVO RAZVITEGA INOVATIVNEGA IZDELKA,OP RR,ESRR,GORENJSKA,ŽIRI,2007,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2507,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009,KOVINC KLJUČAVNIČARSTVO D.O.O.,184310,156663.5,27646.5,,OPREMA ZA PREOBLIKOVANJE IN VARJENJE PLOČEVINE,OP RR,ESRR,GORENJSKA,CERKLJE NA GORENJSKEM,2008,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
2508,JAVNI RAZPIS ZA SOFINANCIRANJE NAKUPA NOVE TEHNOLOŠKE OPREME V LETU 2009-2011,GOLD CLUB D.O.O.,75530,64200.5,11329.5,,LINIJA ZA PRAŠNO LAKIRANJE,OP RR,ESRR,OBALNO-KRAŠKA,SEŽANA,2009,JAVNI RAZPIS,KONKURENČNOST PODJETIJ IN RAZISKOVALNA ODLIČNOST,OU,
