project_id,project_description,beneficiary,total_amount,eu_cofinancing_amount,member_state_amount,paid_eu_funding,project_title,operational_program,fund_acronym,nuts3,lau2,start_date,management_authority,priority_label,source,beneficiary_url
1175,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,LJUDSKA UNIVERZA KRANJ,53478.72,45456.91,8021.81,,"PROGRAM USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE, BRANJE ZA ZNANJE, ZA ZABAVO",OP RČV,ESS,GORENJSKA,KRANJ,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1176,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ICRA D.O.O.,77382.7,65775.29,11607.4,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORIŠKA,IDRIJA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1177,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,"ALFABET, D.O.O.",128481.25,109209.06,19272.19,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,SAVINJSKA,CELJE,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1178,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,LJUDSKA UNIVERZA KOČEVJE,207600,176460,31140,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE, BRANJE ZA ZNANJE, ZA ZABAVO",OP RČV,ESS,JUGOVZHODNA SLOVENIJA,KOČEVJE,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1179,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,POSOŠKI RAZVOJNI CENTER,56364.95,47910.21,8454.74,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORIŠKA,KOBARID,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1180,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA ORMOŽ,52201.26,44371.07,7830.19,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,PODRAVSKA,ORMOŽ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1181,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,CENTER ZA POSLOVNO USPOSABLJANJE,55000,46750,8250,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1182,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA KOPER,69103.69,58738.14,10365.55,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,OBALNO-KRAŠKA,KOPER,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1183,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA RADOVLJICA,110827.2,94203.12,16624.08,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORENJSKA,RADOVLJICA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1184,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,CENE ŠTUPAR - CENTER ZA PERMANENTNO IZOBRAŽEVANJE,106733.8,90723.73,16010.07,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1185,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,CDI UNIVERZUM,122308.75,103962.44,18346.31,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1186,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,BICLJUBLJANA,17800,15130,2670,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1187,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA KRŠKO,17335.8,14735.43,2600.37,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,SPODNJEPOSAVSKA,KRŠKO,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1188,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE,44379,37722.15,6656.85,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,SAVINJSKA,VELENJE,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1189,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,ICRA D.O.O.,107200,91120,16080,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE",OP RČV,ESS,GORIŠKA,IDRIJA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1190,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,AGORA D.O.O.,77528.5,65899.22,11629.27,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1191,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,"OŠ ANTONA ŽNIDERŠIČA ILIRSKA BISTRICA, OE LJUDSKA UNIVERZA",34651.8,29454.03,5197.77,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,NOTRANJSKO-KRAŠKA,ILIRSKA BISTRICA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1192,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA ŠKOFJA LOKA,152345.34,129493.54,22851.8,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORENJSKA,ŠKOFJA LOKA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1193,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA SEŽANA,57949.44,49257.02,8692.42,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,OBALNO-KRAŠKA,SEŽANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1194,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA CELJE,31673.6,26922.56,4751.04,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,SAVINJSKA,CELJE,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1195,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA TRŽIČ,86682,73679.7,13002.3,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORENJSKA,TRŽIČ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1196,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA KRŠKO,58856.52,50028.04,8828.48,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,SPODNJEPOSAVSKA,KRŠKO,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1197,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,CIK TREBNJE,95664.8,81315.08,14349.72,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,JUGOVZHODNA SLOVENIJA,TREBNJE,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1198,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA NOVA GORICA,137882.88,117200.45,20682.43,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORIŠKA,NOVA GORICA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1199,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ANDRAGOŠKI ZAVOD MARIBOR - LJUDSKA UNIVERZA,185000,157250,27750,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,PODRAVSKA,MARIBOR,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1200,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ANDRAGOŠKI ZAVOD MARIBOR - LJUDSKA UNIVERZA,128014.22,108812.09,19202.13,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,SAVINJSKA,ŽALEC,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1201,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,LJUDSKA UNIVERZA KRŠKO,68400,58140,10260,,"RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE",OP RČV,ESS,SPODNJEPOSAVSKA,KRŠKO,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1202,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ZIK ČRNOMELJ,138601.32,117811.12,20790.2,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1203,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA PTUJ,82139.64,69818.69,12320.95,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,PODRAVSKA,PTUJ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1204,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",ICRA D.O.O.,22100,18785,3315,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,GORIŠKA,IDRIJA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1205,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA LENDAVA,14600,12410,2190,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,POMURSKA,LENDAVA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1206,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA ŠENTJUR,170550.29,144967.75,25582.54,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,SAVINJSKA,ŠENTJUR,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1207,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA SLOVENSKA BISTRICA,147113,125046.05,22066.95,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,PODRAVSKA,SLOVENSKA BISTRICA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1208,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ZVEZA LJUDSKIH UNIVERZ SLOVENIJE,197569.28,167933.89,29635.39,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1209,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,FUNDACIJA PRIZMA,36700.2,31195.17,5505.03,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,PODRAVSKA,MARIBOR,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1210,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,CDI UNIVERZUM,39364.5,33459.82,5904.68,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1211,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ŠOLSKI CENTER PTUJ,205856,174977.6,30878.4,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,PODRAVSKA,PTUJ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1212,"JAVNI RAZPIS ZA SOFINANCIRANJE PROGRAMOV USPOSABLJANJA STROKOVNIH DELAVCEV V ŠPORTU V LETIH 2009, 2010 IN 2011","OKS - OLIMP, TRŽENJE IN POSLOVNE DEJAVNOSTI V ŠPORTU D.O.O.",2738765,2327950.25,410814.75,,"SOFINANCIRANJE PROGRAMOV USPOSABLJANJA STROKOVNIH DELAVCEV V ŠPORTU V LETIH 2009, 2010 IN 2011",OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1213,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ZAVOD ANTONA MARTINA SLOMŠKA,110711.29,94104.6,16606.69,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,PODRAVSKA,MARIBOR,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1214,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,GLOTTA NOVA D.O.O.,19790,16821.5,2968.5,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1215,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA TRŽIČ,38508.12,32731.9,5776.22,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,GORENJSKA,TRŽIČ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1216,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ZIK ČRNOMELJ,51035.88,43380.5,7655.38,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1217,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA SLOVENSKA BISTRICA,64512,54835.2,9676.8,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,PODRAVSKA,SLOVENSKA BISTRICA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1218,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA LENDAVA,44250,37612.5,6637.5,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,POMURSKA,LENDAVA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1219,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,OSNOVNA ŠOLA KARLA DESTOVNIKA KAJUHA,10500,8925,1575,,USPOSABLJANJE ZA ŽIVLJENJSKO USPEŠNOST,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1220,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA LENDAVA,37800,32130,5670,,MOJE DELOVNO MESTO (UŽU-MDM),OP RČV,ESS,POMURSKA,LENDAVA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1221,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,INTER-ES D.O.O.,54216.14,46083.72,8132.42,,USPOSABLJANJE ZA ŽIVLJENJSKO USPEŠNOST,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1222,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA LENDAVA,22200,18870,3330,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,POMURSKA,LENDAVA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1223,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",INTER-ES D.O.O.,20066.5,17056.52,3009.97,,BEREMO IN PIŠEMO SKUPAJ (UŽU-BIPS),OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1224,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA MURSKA SOBOTA,210833,179208.05,31624.95,,PROJEKTNO UČENJE ZA MLADE ODRASLE (PUM),OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1225,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA MURSKA SOBOTA,44523.5,37844.97,6678.52,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1226,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA MURSKA SOBOTA,44811,38089.35,6721.65,,MOJ KORAK (UŽU-MK),OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1227,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,EKONOMSKI INSTITUT MARIBOR D.O.O.,37077.4,31515.79,5561.61,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,PODRAVSKA,MARIBOR,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1228,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,"PAPILOT, ZAVOD ZA RAZVIJANJE IN VZPODBUJANJE KVALITETE ŽIVLJENJA",161394.8,137185.58,24209.22,,RAZVOJ IN IZVAJANJE NOVO RAZVITIH PROGRAMOV ZA USPOSABLJANJE STROKOVNIH DELAVCEV,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1229,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA MURSKA SOBOTA,22535.5,19155.17,3380.32,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
