"Date","Price","Open","High","Low","Change %"
"Aug 27, 2012","4.4692","4.4748","4.4799","4.4521","-0.02%"
"Aug 24, 2012","4.4703","4.4784","4.4913","4.4621","-0.32%"
"Aug 23, 2012","4.4845","4.4899","4.4986","4.4753","-0.19%"
"Aug 22, 2012","4.4932","4.4757","4.4997","4.4699","0.32%"
"Aug 21, 2012","4.4788","4.4932","4.5076","4.4657","-0.42%"
"Aug 20, 2012","4.4975","4.4852","4.5030","4.4719","0.20%"
"Aug 17, 2012","4.4887","4.4804","4.4969","4.4695","0.12%"
"Aug 16, 2012","4.4833","4.4760","4.4963","4.4688","0.01%"
"Aug 15, 2012","4.4829","4.4867","4.4988","4.4723","-0.20%"
"Aug 14, 2012","4.4918","4.5368","4.5460","4.4812","-1.06%"
"Aug 13, 2012","4.5398","4.5321","4.5419","4.5184","0.06%"
"Aug 10, 2012","4.5373","4.5382","4.5587","4.5262","-0.16%"
"Aug 09, 2012","4.5446","4.5376","4.5549","4.5246","0.01%"
"Aug 08, 2012","4.5441","4.5446","4.5556","4.5279","-0.07%"
"Aug 07, 2012","4.5475","4.5678","4.5772","4.5301","-0.54%"
"Aug 06, 2012","4.5724","4.6204","4.6403","4.5611","-1.13%"
"Aug 03, 2012","4.6246","4.6151","4.6555","4.6132","0.02%"
"Aug 02, 2012","4.6239","4.6153","4.6344","4.5962","0.25%"
"Aug 01, 2012","4.6125","4.5767","4.6210","4.5749","0.62%"
"Jul 31, 2012","4.5840","4.5657","4.5925","4.5466","0.31%"
"Jul 30, 2012","4.5700","4.5964","4.6078","4.5478","-0.67%"
"Jul 27, 2012","4.6008","4.6046","4.6199","4.5896","-0.17%"
"Jul 26, 2012","4.6088","4.6171","4.6324","4.6013","-0.34%"
"Jul 25, 2012","4.6244","4.6264","4.6351","4.5995","-0.04%"
"Jul 24, 2012","4.6261","4.6358","4.6521","4.6124","-0.28%"
"Jul 23, 2012","4.6392","4.5903","4.6423","4.5845","0.85%"
"Jul 20, 2012","4.6001","4.5720","4.6067","4.5644","0.50%"
"Jul 19, 2012","4.5770","4.5567","4.5865","4.5545","0.22%"
"Jul 18, 2012","4.5671","4.5633","4.5728","4.5479","0.01%"
"Jul 17, 2012","4.5665","4.5646","4.5733","4.5475","-0.02%"
"Jul 16, 2012","4.5674","4.5578","4.5749","4.5460","0.14%"
"Jul 13, 2012","4.5610","4.5365","4.5714","4.5290","0.44%"
"Jul 12, 2012","4.5411","4.5185","4.5448","4.5145","0.39%"
"Jul 11, 2012","4.5235","4.5243","4.5282","4.5127","-0.04%"
"Jul 10, 2012","4.5254","4.5300","4.5399","4.5092","-0.18%"
"Jul 09, 2012","4.5335","4.5020","4.5398","4.4991","-0.05%"
"Jul 06, 2012","4.5357","4.4893","4.5444","4.4827","0.96%"
"Jul 05, 2012","4.4924","4.4718","4.4974","4.4664","0.39%"
"Jul 04, 2012","4.4750","4.4519","4.4817","4.4465","0.43%"
"Jul 03, 2012","4.4558","4.4464","4.4628","4.4416","0.09%"
"Jul 02, 2012","4.4516","4.4449","4.4564","4.4380","0.07%"
"Jun 29, 2012","4.4485","4.4478","4.4829","4.4325","0.01%"
"Jun 28, 2012","4.4482","4.4457","4.4611","4.4383","0.01%"
"Jun 27, 2012","4.4478","4.4521","4.4587","4.4343","-0.20%"
"Jun 26, 2012","4.4566","4.4646","4.4714","4.4439","-0.27%"
"Jun 25, 2012","4.4686","4.4685","4.4744","4.4572","-0.05%"
"Jun 22, 2012","4.4709","4.4620","4.4793","4.4559","0.13%"
"Jun 21, 2012","4.4653","4.4591","4.4729","4.4548","0.07%"
"Jun 20, 2012","4.4620","4.4617","4.4740","4.4516","0.05%"
"Jun 19, 2012","4.4596","4.4614","4.4693","4.4505","-0.11%"
"Jun 18, 2012","4.4646","4.4630","4.4709","4.4483","-0.04%"
"Jun 15, 2012","4.4662","4.4566","4.4748","4.4479","0.21%"
"Jun 14, 2012","4.4568","4.4574","4.4691","4.4476","-0.12%"
"Jun 13, 2012","4.4623","4.4589","4.4689","4.4502","-0.00%"
"Jun 12, 2012","4.4625","4.4618","4.4700","4.4490","-0.05%"
"Jun 11, 2012","4.4646","4.4616","4.4685","4.4527","0.00%"
"Jun 08, 2012","4.4645","4.4618","4.4729","4.4546","-0.03%"
"Jun 07, 2012","4.4657","4.4614","4.4734","4.4495","0.03%"
"Jun 06, 2012","4.4643","4.4636","4.4698","4.4457","-0.04%"
"Jun 05, 2012","4.4661","4.4592","4.4754","4.4546","-0.04%"
