"query_country_code","lau1_code","sum"
UK,W06000016,130476733
SI,SI024_17,130270621
FR,FR930_97399,130023508
GR,EL622_3201,129645130
SE,SE332_25,129077379
PL,PL315_3061211,128523671
PT,PT11E_402,128127040
PL,PL622_6285610,127958599
HU,HU312_4005,127833427
PL,PL315_3061212,127445749
PL,PL323_3183305,126805905
PL,PL326_3183608,126498136
PL,PL432_4081411,126292597
IT,ITF22,126017844
BG,BGS04,125912211
DE,DE271_9761000,125791404
HU,HU223_5004,125657785
UK,E08000003,125587754
PL,PL622_6285617,125027226
FR,FR940_97491,124980962
SK,SK032_53,124942397
PT,PT184_213,124827092
SK,SK032_76,124773768
PT,PT16D_115,124697558
PT,PT11C_1311,124541636
CZ,CZ0426,124384686
PL,PL635_6224209,124272063
PL,PL214_2122001,124112386
CZ,CZ0512,124060715
SK,SK022_51,124031465
PL,PL22C_2245110,123752633
CZ,CZ0316,123704119
PL,PL332_3265312,123594196
CZ,CZ0325,123535647
PT,PT16H_502,123355552
PT,PT200_4701,123350014
PL,PL332_3265302,123061039
HU,HU331_3307,122787542
LT,LT006_91,122691399
GR,EL307_5101,122685774
HU,HU323_4503,122624154
HU,HU333_3602,122557627
PL,PL422_4326313,122195158
UK,W06000012,122068829
UK,E06000057,121865792
PL,PL431_4081303,121640591
PT,PT16B_1006,121440921
DE,DEA22_5314000,121280300
PL,PL22A_2244863,120857684
IT,ITH36,120705407
HU,HU321_3904,120660107
EE,EE008_84,120459537
PL,PL622_6285609,120370766
PL,PL517_5020302,120308774
PL,PL411_4306019,120267156
LT,LT001_11,120029331
FR,FR824_1399,119537987
HU,HU311_3506,119231595
EE,EE004_74,119147668
PT,PT181_1501,119124250
IT,ITI17,118945246
HU,HU102_4306,118695816
BG,GAB05,118643587
SE,SE321_22,118364479
UK,W06000002,118354021
DE,DEG0F_16070029,118154246
PL,PL631_6224102,117393201
PL,PL615_6040818,117187633
HU,HU213_4903,116928520
CZ,CZ0524,116910925
PL,PL515_5020106,116833952
PL,PL345_3203901,116702678
PL,PL323_3183361,116556999
PL,PL411_4306002,116187607
HU,HU102_4302,116014105
ES,ES707,115963745
PL,PL122_1142615,115932626
PT,PT16B_1113,115676601
PL,PL116_1101818,115584357
PL,PL312_3061003,115513418
BE,BE332,115254434
FR,FR511_4499,114721551
PL,PL122_1142626,114401281
PT,PT11A_1316,114314489
PT,PT11B_1703,113681457
PL,PL325_3183510,113355190
SI,SI014_3,113279945
PL,PL345_3203912,113212338
PT,PT16I_1419,113129445
PL,PL615_6040810,113073719
HU,HU313_4205,112839506
PL,PL122_1142624,112793242
CZ,CZ0522,112629816
BG,JAM26,112267146
DE,DE731_6611000,112093954
GR,EL531_1501,111636315
ES,ES630,111599476
HU,HU321_3907,111564625
PL,PL416_4305761,111207875
GR,EL652_4201,111159524
GR,EL531_1401,111142742
RO,RO315,110975868
DE,DEA51_5911000,110684307
PL,PL414_4305827,110554615
GR,EL514_201,110542802
HU,HU331_3305,110057497
CZ,CZ0633,109979401
PL,PL314_3061117,109936452
PL,PL515_5020101,109768966
PL,PL228_2244571,109665574
IT,ITH32,109527900
PT,PT170_1110,109312950
SK,SK021_58,109200579
PL,PL315_3061207,109173617
HU,HU332_3405,109009309
FI,FI197_64,108699154
PT,PT11A_1315,108682635
PL,PL312_3061004,108468237
IT,ITH31,108041840
PL,PL122_1142664,107913487
GR,EL413_5701,107644419
IT,ITC16,107566116
PL,PL418_4306124,107546532
HU,HU333_3603,107495792
PL,PL417_4305922,107395546
HU,HU311_3504,107285914
FR,FR716_6999,107216159
SK,SK032_10,107109614
FI,FI1D1_101,107082108
PL,PL215_2122205,106876129
PL,PL515_5020161,106716226
PL,PL129_1142903,106713149
HU,HU333_3604,106652213
PL,PL345_3203904,106640863
GR,EL527_1305,106574657
HU,HU321_3909,106567618
PT,PT16E_602,106525061
FR,FR940_97430,105916596
IT,ITH20,105502734
PL,PL515_5020125,105425107
SE,SE232_14,105416122
IT,ITH42,104979347
IT,ITF11,104908895
IT,ITI32,104601196
SE,SE224_12,104518641
SK,SK022_1,104493245
NL,NL113,104154202
PL,PL115_1101707,104097947
PT,PT16I_1421,103978852
PL,PL324_3183462,103975400
HU,HU333_3605,103956289
ES,ES417,103945629
HU,HU323_4507,103760677
ES,ES640,103745367
PL,PL215_2122207,103690348
AT,AT122,103459730
PL,PL432_4081410,103372683
IT,ITG28,103205082
GR,EL611_2602,103141209
PL,PL117_1101915,103025636
PL,PL635_6224216,102957358
UK,E07000012,102841974
SK,SK022_41,102830372
PL,PL344_3203862,102775416
SI,SI014_59,102644064
FR,FR523_3598,102295673
GR,EL541_1901,102152480
CZ,CZ0711,102117140
GR,EL521_801,101948972
EE,EE006_51,101849618
UK,S30000019,101764221
HU,HU311_3502,101676390
PL,PL423_4326405,101657105
HU,HU311_3508,101498554
BE,BE322,101434317
PL,PL22A_2244872,101402333
DE,DE713_6413000,101343702
PL,PL326_3183620,100877965
BG,PVN24,100795749
DE,DEA12_5112000,100699964
PT,PT16I_1418,100649166
PL,PL516_5020262,100377154
FI,FI1D4_182,100171929
GR,EL433_7301,99829537
GR,EL542_2001,99562694
DE,DED2C_14625020,99370203
PL,PL122_1142633,99271184
PT,PT16B_1001,99269828
LT,LT009_82,99192963
NL,NL226,99152507
CZ,CZ0312,99008905
PL,PL633_6224364,98859207
HU,HU102_4310,98826638
PL,PL344_3203805,98633964
PL,PL22C_2245114,98606021
PT,PT184_201,98189302
PL,PL416_4305708,98036158
SK,SK023_67,97911665
IT,ITI44,97863216
PT,PT11C_1301,97846077
GR,EL512_601,97307599
PL,PL521_5163104,97274942
BE,BE323,97019841
PT,PT150_805,96887769
PL,PL331_3265211,96807078
HU,HU331_3306,96657442
SK,SK010_34,96599993
DE,DEA33_5515000,96594806
HU,HU212_4106,96560822
PL,PL324_3183414,96535904
PL,PL417_4305915,96528321
GR,EL526_1201,96517996
PL,PL311_3060961,96488831
PT,PT11A_116,96202993
PL,PL115_1101710,95649523
CY,CY000_4,95603028
HU,HU331_3303,95508648
UK,E06000007,95495643
PL,PL121_1142520,95480244
PL,PL622_6285611,95460577
IT,ITH10,95403043
PT,PT111_1607,95301618
MT,MT013,94955973
HU,HU231_3205,94608323
UK,W06000010,94406356
PT,PT112_313,94347284
PL,PL423_4326410,94274079
GR,EL515_501,94010219
UK,E08000035,93956132
PT,PT16D_108,93876740
SI,SI022_14,93856627
PT,PT16I_1401,93550012
PL,PL122_1142622,93510664
PL,PL312_3061018,93433846
PL,PL228_2244507,93229411
FR,FR920_97295,92896131
FI,FI193_131,92786479
HU,HU233_4705,92641091
GR,EL522_704,92136890
HU,HU232_4408,92066963
PL,PL227_2244911,91954935
HU,HU232_4403,91429303
AT,AT332,91229453
SK,SK031_39,91126881
DE,DE801_13001000,91023005
PL,PL227_2244979,90706834
GR,EL302_4703,90587471
DE,DE232_9362000,90483464
GR,EL621_3301,90280311
PL,PL631_6224108,90228264
SK,SK041_56,90165164
FI,FI1C3_71,90108919
PL,PL12A_1143028,90033617
LT,LT008_61,89796766
LT,LT00A_81,89767358
PT,PT300_3107,89742017
PT,PT200_4302,89608763
SK,SK032_78,89535289
MT,MT015,89424995
HU,HU323_4511,89381443
FR,FR940_97490,89292784
BG,SHU30,89165912
PL,PL417_4305911,89105926
SK,SK021_59,89101468
HU,HU311_3509,88958821
BG,SZR12,88900730
PT,PT186_1214,88400954
PT,PT200_4602,88355688
GR,EL433_7304,88279119
PT,PT11A_107,88188979
PT,PT170_1503,87906089
DE,DEG06_160610115,87842740
BG,VTR04,87752385
PT,PT150_808,87743721
PL,PL422_4326309,87742240
UK,W06000008,87628394
DE,DEC01_100410100,87571646
PL,PL414_4305862,87505369
PL,PL117_1101913,87151607
DE,DE809_13053031,87068131
PL,PL115_1101762,87030947
GR,EL653_4401,87030561
PL,PL122_1142616,86876338
PL,PL344_3203807,86744407
LT,LT004_18,86657835
PL,PL614_6040714,86637205
PL,PL117_1101905,86420138
IT,ITH34,86330814
HR,HR04E,86215276
PL,PL623_6285506,86200096
SK,SK042_54,86101903
PL,PL417_4305913,86045583
DE,DE939_3359038,85903861
PL,PL518_5020418,85872924
PL,PL12A_1143005,85800844
LT,LT006_71,85512558
BG,PAZ19,85408611
GR,EL624_3601,85295282
PL,PL518_5020422,85158119
SK,SK041_19,84906252
PL,PL422_4326317,84702288
PT,PT11C_1305,84644271
HR,HR036,84548699
PL,PL425_4326611,84403235
DK,DK50_851,84402537
HU,HU322_4605,84322619
PL,PL614_6040702,84285124
PL,PL411_4306028,84278818
HU,HU211_3701,84101761
CZ,CZ0321,84086903
HR,HR041,84066216
PL,PL622_6285608,83707277
DE,DE406_120610540,83619914
FR,FR724_6398,83334736
UK,E08000033,83305601
IT,ITI45,83253341
PL,PL324_3183409,83016541
PL,PL344_3203803,82996274
PL,PL414_4305830,82986631
SE,SE322_23,82717926
SI,SI011_22,82572340
PL,PL522_5163205,82348213
LT,LT007_77,82314411
EE,EE008_86,82306249
PL,PL516_5020216,82260606
HU,HU322_4602,82117004
FR,FR940_97496,82074987
HU,HU231_3202,81897025
SK,SK041_63,81775869
PL,PL518_5020415,81594508
PL,PL116_1101811,81539890
PT,PT16D_118,81371898
PL,PL326_3183664,81277430
PT,PT16D_103,81275749
BG,PER32,81197044
GR,EL431_7102,81165515
CY,CY000_3,81124941
FR,FR633_8799,81066031
SE,SE311_17,81028993
SI,SI014_54,80663063
NL,NL335,80586684
PL,PL332_3265309,80569153
FR,FR910_97104,80529653
SI,SI024_48,80453038
PL,PL522_5163208,80410989
DE,DE802_13002000,80316366
PL,PL216_2122315,80058332
PL,PL623_6285513,79990532
EE,EE008_49,79983808
PL,PL227_2244967,79952696
BG,KRZ16,79718801
HR,HR04B,79555661
PL,PL414_4305809,79541794
ES,ES242,79540185
SK,SK041_60,79477690
GR,EL523_901,79300383
DE,DED45_145240330,79229850
IT,ITG29,79199605
SI,SI022_44,79159355
PL,PL422_4326303,78795302
PT,PT170_1114,78648450
PL,PL631_6224101,78613422
SK,SK021_45,78591018
GR,EL432_7201,78526531
EE,EE008_82,78511240
FI,FI1D7_191,78476629
HR,HR04A,78323988
PL,PL411_4306001,78265042
PL,PL122_1142661,78264905
PL,PL614_6040706,78242358
GR,EL543_1804,78219096
HU,HU211_3703,78128630
SK,SK042_25,77968389
HU,HU323_4501,77847287
HU,HU321_3908,77677167
FR,FR421_6799,77544845
PL,PL224_2244606,77472857
PT,PT111_1601,77353898
AT,AT127,77106530
SE,SE312_20,76970037
IT,ITG2C,76880748
LT,LT001_33,76779816
HU,HU313_4202,76646174
PL,PL326_3183612,76625820
PL,PL312_3061062,76465694
PL,PL311_3060915,76313677
IT,ITC47,76239058
FR,FR813_3499,76164986
SI,SI014_62,76008862
HU,HU102_4305,75878574
PL,PL631_6224103,75774561
PL,PL623_6285516,75383561
PL,PL312_3061006,75365140
PL,PL416_4305712,75186932
PL,PL635_6224206,75099846
DE,DE502_4012000,74904049
PL,PL323_3183302,74820766
BG,HKV34,74766728
BG,VRC10,74758990
PT,PT11C_1307,74734455
FI,FI1C1_23,74729458
CZ,CZ0315,74698332
AT,AT224,74613896
PT,PT16G_1821,74605703
PL,PL116_1101809,74491135
DE,DE401_12051000,74263135
PL,PL343_3203711,74256038
FI,FI1D7_192,74137817
GR,EL541_2101,74132671
